stock_id,net_buy,date
068873,332000.0,2026-07-07
059658,332000.0,2026-07-07
070137,332000.0,2026-07-07
061822,331000.0,2026-07-07
065713,331000.0,2026-07-07
071487,331000.0,2026-07-07
072324,331000.0,2026-07-07
072404,329000.0,2026-07-07
072830,329000.0,2026-07-07
070512,328000.0,2026-07-07
1789,328000.0,2026-07-07
068709,328000.0,2026-07-07
064237,328000.0,2026-07-07
069740,327000.0,2026-07-07
043893,327000.0,2026-07-07
056332,326000.0,2026-07-07
057945,325000.0,2026-07-07
046153,325000.0,2026-07-07
058303,323000.0,2026-07-07
073544,323000.0,2026-07-07
054131,322000.0,2026-07-07
069105,322000.0,2026-07-07
060231,321000.0,2026-07-07
066465,321000.0,2026-07-07
065781,321000.0,2026-07-07
8222,320580.0,2026-07-07
063470,320000.0,2026-07-07
069157,320000.0,2026-07-07
068927,320000.0,2026-07-07
055665,320000.0,2026-07-07
057641,320000.0,2026-07-07
08885U,320000.0,2026-07-07
070505,319000.0,2026-07-07
2236,319000.0,2026-07-07
069498,319000.0,2026-07-07
069491,319000.0,2026-07-07
071949,318000.0,2026-07-07
086995,317000.0,2026-07-07
6962,316044.0,2026-07-07
036012,316000.0,2026-07-07
1762,315160.0,2026-07-07
062810,315000.0,2026-07-07
073675,315000.0,2026-07-07
074193,315000.0,2026-07-07
068630,314000.0,2026-07-07
6526,313576.0,2026-07-07
069882,313000.0,2026-07-07
066198,313000.0,2026-07-07
056053,313000.0,2026-07-07
066575,313000.0,2026-07-07
065048,313000.0,2026-07-07
4961,312184.0,2026-07-07
069217,312000.0,2026-07-07
062882,312000.0,2026-07-07
073939,311000.0,2026-07-07
066308,310000.0,2026-07-07
072922,310000.0,2026-07-07
059090,310000.0,2026-07-07
3257,309527.0,2026-07-07
068398,309000.0,2026-07-07
055388,309000.0,2026-07-07
057788,309000.0,2026-07-07
065565,309000.0,2026-07-07
065010,308000.0,2026-07-07
1215,307481.0,2026-07-07
067377,307000.0,2026-07-07
069263,307000.0,2026-07-07
00971,306897.0,2026-07-07
070195,306000.0,2026-07-07
071516,306000.0,2026-07-07
071997,306000.0,2026-07-07
052707,305000.0,2026-07-07
057833,305000.0,2026-07-07
066268,305000.0,2026-07-07
056444,305000.0,2026-07-07
03373T,305000.0,2026-07-07
062381,305000.0,2026-07-07
059066,304000.0,2026-07-07
056011,303000.0,2026-07-07
067123,303000.0,2026-07-07
071843,303000.0,2026-07-07
053436,303000.0,2026-07-07
2356,302890.0,2026-07-07
063519,302000.0,2026-07-07
063397,302000.0,2026-07-07
064837,302000.0,2026-07-07
2474,301821.0,2026-07-07
00893,301628.0,2026-07-07
054840,301000.0,2026-07-07
070728,301000.0,2026-07-07
071648,301000.0,2026-07-07
059748,301000.0,2026-07-07
062776,300000.0,2026-07-07
069113,300000.0,2026-07-07
060916,300000.0,2026-07-07
050989,300000.0,2026-07-07
052717,300000.0,2026-07-07
052783,300000.0,2026-07-07
045335,300000.0,2026-07-07
047834,300000.0,2026-07-07
038988,300000.0,2026-07-07
055218,300000.0,2026-07-07
055285,300000.0,2026-07-07
058629,300000.0,2026-07-07
1568,299894.0,2026-07-07
069974,299000.0,2026-07-07
070154,299000.0,2026-07-07
070446,299000.0,2026-07-07
071367,299000.0,2026-07-07
067423,298000.0,2026-07-07
073635,298000.0,2026-07-07
073258,297000.0,2026-07-07
037503,296000.0,2026-07-07
03596T,296000.0,2026-07-07
03471T,296000.0,2026-07-07
069306,296000.0,2026-07-07
064445,295000.0,2026-07-07
065827,295000.0,2026-07-07
